0,0,"Jesus","ForgiveMe","Forgive",1,"LOVE",0,2651312,2
3,0,"castleName","Choppa",,1,"SvG",0,0,2
0,1,"goon","goon",,1,"goon",0,186733,2
0,3,"Banco","DARKDRAGON",,1,"Banc",989230,271329,2
4,5,"City Name","MRSICfuk",,1,"Flag",0,100,2
3,6,"Tisi","Tonenan",,1,"VEN",216940,946833,2
4,6,"Thanatos","Mr.Keith",,1,"JUDG",0,50121,2
13,1,"Katshuis","Q7","HOOTERS",1,"DOA",6651840,2874850,2
14,1,"Loco","Piper","N00B",1,"Grim",44562009,3631811,2
14,2,"VAMPIRES","WEREWOLF23","OutSider",1,"KTS",6263449,21490319,2
9,7,"Asgard","buttons",,1,"HELZ",0,24722,2
21,4,"AM5","amathyst","HOOTERS",1,"Q2",36093,21534491,2
26,4,"IronHead","TheBeastin","PITA",1,"WOOT",111785118,68151992,2
31,7,"HAI2U","TheBeastin","PITA",1,"WOOT",111785118,68151992,2
34,1,"Broken","Righty","PITA",1,"HDRA",49008,83471598,2
39,5,"xxx","smurfette",,1,"Flag",0,171932,2
32,7,"HYFR","TheBeastin","PITA",1,"WOOT",111785118,68151992,2
40,2,"DEAD","CaptTripps","Adept",1,"ADPT",0,196939,2
45,3,"H4","Himer0s","HOOTERS",1,"Q2",5967736,23660951,2
45,6,"H3","Himer0s","HOOTERS",1,"Q2",5967736,23660951,2
52,1,"CERES","WarLock_198","Myth_198",5,"MARS",1112836,1967371,2
53,3,"Andi","Bigjayc","OutSider",1,"KTS",4096860,56942411,2
55,5,"Black","Bigjayc","OutSider",1,"KTS",4096860,56942411,2
57,2,"STEEL","TomRex","Knights",5,"KTS",25634669,27641576,2
60,5,"ouch2","Borne","HOOTERS",1,"SPNX",2599795,34743276,2
63,5,"castleName","GMAN(Lord)",,1,"GOOD",0,0,2
61,7,"Flat","KsEagle","VENGANCE",1,"KTS",1272487,14166394,2
68,1,"HiSunshine","Valtimor","LilPhnx",1,"NOx",1921496,2726847,2
72,1,"city","SS55",,1,"Flag",0,6632,2
73,2,"Phoenix","gone",,1,"Vic",0,21591,2
73,3,"castleName","Au",,1,"HRS",0,0,2
79,4,"castleName","LOLx",,1,"MORT",0,100,2
79,7,"Thumper","Zabel","HOOTERS",1,"Mars",2171723,18159497,2
84,6,"city1","Savage35","PMF",1,"ADPT",52171324,55097604,2
88,0,"Barra","Timtam007","B00BIES",1,"AVLN",35369734,41401317,2
89,0,"castleName","Mr Damage",,1,"DARE",0,0,2
90,0,"Solace","NightFox",,1,"STAR",0,119807,2
90,1,"Flat","Tourniquet",,1,"HZRD",5373467,7923948,2
91,2,"Masterbait","Thamuz","Typhons",1,"Ty",0,1983835,2
88,4,420,"Heineken","B00BIES",1,"TYRN",56386410,48095712,2
95,6,"Mudcrab","Timtam007","B00BIES",1,"AVLN",35369734,41401317,2
89,7,"castleName","Lessa_266",,1,"Maj",0,0,2
99,0,"ShiteTown","DeadPlayer",,1,"Shte",0,14703,2
102,2,"castleName","Yorkster",,1,"York",0,0,2
103,3,"Mayority","Nikkooo","VENGANCE",5,"NKO",35037593,64830518,2
101,4,"TwoRivers","Loial",,1,"AFTR",5091352,1204889,2
96,6,"Waxnas","pooh",,1,"MYHM",9923594,2381501,2
97,6,"JckDaniels","Naatani","B00BIES",1,"KTS",7208333,32354957,2
117,0,"Austin","ChrisG","Typhons",1,"TyPH",996602,63501512,2
115,3,"Saturn","Capricorn","UnBroken",1,"Goat",0,332693,2
112,4,"SHEPPER","SHEP","Helena",1,"KTS",42192677,28307810,2
114,6,"Lachenaie","Stephane","B00BIES",1,"KTS",0,39093270,2
117,7,"castleName","V3NG3NC3",,1,"B",0,0,2
119,7,"DPMS","TheSweed",,1,"INFR",34091,943032,2
122,7,"PieceOfHel","Nikkooo","VENGANCE",5,"NKO",35037593,64830518,2
124,7,"Doladela","Vaguery",,1,"BRA",161160,607048,2
130,2,"Juniper","Kermit_252",,1,"Eryn",0,692293,2
133,2,"SAX","SIRAURON","B00BIES",1,"ANGR",21435178,53394801,2
128,5,"castleName","nstarr",,1,"orla",0,0,2
132,5,"slave","MIZZWHIPZ","Knights5",1,"FOFF",6977093,17181200,2
143,1,"Cloudy","Grimmer",,1,"NUEB",0,109605,2
138,4,"castleName","mizukage",,1,"xucd",0,0,2
138,5,"RoyalArt","Hippo",,1,"MIST",8537,1108892,2
144,3,"KPbIMCK","Romeo_253","B00BIES",1,"DOLL",37365641,60103010,2
146,3,"Foreclosur","slaughter2","SAINTS",1,"Fore",3215359,1573430,2
148,4,"PMF","SKIN",,1,"PMF",3004025,902914,2
144,6,"KYPCK","Romeo_253","B00BIES",1,"DOLL",37365641,60103010,2
145,6,"UpInSmoke2","Chong","ClassAct",1,"Dsty",0,20954,2
149,6,"FlowerKo","madman26","VENGalts",1,"VENG",794206,736165,2
151,6,"REVG","WARHAMMA33",,1,"PUFF",21443303,4826059,2
156,0,"WarTown","Jackal","Bondage",1,"KTS",34600050,21954307,2
153,1,"SHARP","Pumba",69,1,"XCal",0,1258653,2
154,3,"castleName","LORDGORDON",,1,"oooo",0,0,2
154,5,"Repulsive","Mumps","Phalanx",1,"PHLX",4066525,2498299,2
152,6,"vet","Romeo_253","B00BIES",1,"DOLL",37365641,60103010,2
156,7,"ROMeo","BUKTOP",,1,"BKTP",6966006,7878165,2
163,1,"MoMo","MacBo","VeXcoN",1,"ZOMB",5394399,3344006,2
163,3,"castleName","BOOGYMAN","2ndTyme",1,"Tyme",0,274,2
162,4,"piste","Icea","Knights",1,"B4MV",8902144,50625682,2
165,4,"Colchester","sirPHIL",,1,"Flag",0,290,2
162,5,"A","McMoony","Helena",1,"NOOD",14727378,38001599,2
163,5,"snow","Icea","Knights",1,"B4MV",8902144,50625682,2
161,7,"HP","HausOPain","NPCInc",1,"Bal",917086,247089,2
168,0,"MaRlBoRo2","MaRlBoRo","BOOBIES",1,24,52087571,205861,2
170,1,"Fiverton","TuscLord",,1,"XTUS",2297214,2469395,2
171,1,"Tuglandia3","Lord Tug",,1,"Tug",590673,600167,2
173,2,"TESTcity1","Nikkooo","VENGANCE",5,"NKO",35037593,64830518,2
175,2,"DALARAN","GONGAZA1","GodzFire",1,"NOX",17126169,5360881,2
173,4,"AVATOR","Bucheron","quebec",1,"SJM6",17526099,5276797,2
175,4,"F6","Myrlin","ACES",5,"ACES",444394,16449928,2
170,5,"darkmoon","darknight1",,1,"dark",498421,1049302,2
175,6,"Ree","MammaReady","Empty",1,"Sure",0,146171,2
168,7,"Volstice","Mouhaha",,1,"LOKI",2564866,1474617,2
177,1,"castleName","King Dan",,1,"AOW",0,0,2
178,2,"castleName","Kasandra",,1,"WACK",0,1652,2
177,3,"yourcity","59h","SntnlToo",1,"Flag",9898105,941375,2
178,3,"POOR","TwoNickels","FROST",1,"SICK",766911,8379726,2
183,3,"1st","Sir jasper","jaspers",1,"SNTL",9478386,3802722,2
183,4,"River","TheBruce","HOOTERS",1,"Kts",10520845,28945796,2
183,5,"minenoturs","deb",,1,"NMIL",0,612500,2
179,6,"Misery","Fleury",,1,"DIE",4422561,2610501,2
180,6,"HASTINGS","RAZuR","B00BIES",1,"KTS",3477256,85179898,2
181,7,"Redemption","Sonoro",,1,"NEND",0,2607,2
187,0,"Sandy","Antithesis","gsakc",1,"Cya",11476112,15939165,2
188,1,"DEMONDOG","LordDemon",,1,"DOG",0,26018,2
186,2,"BetterJob","IScoutYou","Hazzards",1,"FuKR",3896334,1752375,2
191,2,"CHAOS","Heineken","B00BIES",1,"TYRN",56386410,48095712,2
184,3,"Get","Wartyme","TheDamnd",1,"GIAD",0,81019,2
185,3,"Roswell","Rasor","BEER",1,"BEER",0,524921,2
189,3,"BOOMER","Almas","Advocacy",1,"FYA",4789453,9256943,2
190,3,"BJCARTER","BJCARTER","CARTER",1,"ONE",0,43078,2
187,4,"Dan","skift",,1,"blå",1324583,1347876,2
190,5,"Trinity","zsozsozz",,1,"Flag",0,587363,2
189,6,"Hahahahah","KnightWing","VENGANCE",1,"KTS",3365110,108061107,2
185,7,"Zion","Death1","MdDragon",1,"dont",7837195,2368622,2
192,0,"castleName","Effie",,1,"Disc",0,100,2
193,0,"Tabasco","HotSawse","Us",1,"SawS",1698157,552610,2
199,0,"castleName","chelmsford",,1,"f8th",0,298,2
193,1,"LionsDen","LionHart",,1,"STAR",1899759,2907886,2
192,2,"Ricies","Crackle","RICIES",1,"Rice",0,8417,2
198,3,"A642","A64","BOOBIES",1,"YXY",312856,230499,2
195,4,"MaRlBoRo4","MaRlBoRo","BOOBIES",1,24,52087571,205861,2
195,5,"Chicago","PARSIM","PARDEDE",1,"PARS",0,31363,2
207,2,"Smiley","Max003","REDRUM",1,"A1A",0,34393,2
200,4,"sandiego","Venom_253","hostiles",1,"Flag",0,171123,2
205,6,"Patriot","FUKTHIS","VENGANCE",1,"DIE",3,116918213,2
204,7,"Mercury","Boudicca1","FROST",1,"KTS",0,49341282,2
205,7,"boudicca","FUKTHIS","VENGANCE",1,"DIE",3,116918213,2
214,0,"starlight","Poet","Poets",1,"Poet",2543749,937374,2
215,0,"Ostia","TitusPullo","B00BIES",1,"KTS",6217920,45652065,2
210,2,"Trantor","RaimusIII","B00BIES",1,"KTS",34699253,54381682,2
208,6,"castleName","Soniah",,1,"WmD2",0,0,2
210,7,"Savaria","KhaLLs","B00BIES",1,"KTS",0,45675976,2
