3,0,"killme","attackme","NYTEWOLF",3,"fgne",0,906,2
0,1,"SEABASS","Quintin","INTOUCH",1,"NUTZ",8928124,9812058,2
0,3,"castleName","Rabid",,1,"Dark",0,0,2
0,5,"Beajolais","Mizuno","INTOUCH",1,"AZ",5092631,6379833,2
3,5,"G6","SKELETOR","INTOUCH",1,"LAN",12938997,2235911,2
0,7,"DB4","Dancinbear","INTOUCH",1,"INT",989645,2015279,2
9,5,"ThanksRodm","titanz1","3Kings",1,"titz",119429,2649971,2
19,6,"preditor","Scorp2","NYTEWOLF",1,"WOLF",5068203,6826427,2
27,1,"MIAMI","Scorp2","NYTEWOLF",1,"WOLF",5068203,6826427,2
29,1,"Friction","Queue","INTOUCH",1,"SPIT",1766265,591220,2
35,0,"Midnight","Morning","3Kings",1,"MORN",1920533,748555,2
37,0,"Rapit","Johannes","INTOUCH",1,"Gud",1474018,2480031,2
42,2,"ta","JPGR","HaVoK",1,"Q1",3715,10871958,2
47,3,"Tuna","FishSmell","3Kings",1,"Fish",6780,4147155,2
55,2,"workshop","2oolman","LaGaBoo",1,"LMAO",257257,224608,2
53,5,3,"Spar","x",1,"OWNZ",158598,2232205,2
61,4,"Late","Gudmundur","INTOUCH",1,"INT",365568,13734472,2
71,1,"MooseLodge","FishSmell","3Kings",1,"Fish",6780,4147155,2
79,6,"Heartland","Rodman",166,1,"King",51386,44028491,2
88,1,"X8","TimmyE","INTOUCH",1,"Meow",0,2567543,2
101,1,"London","Traveler","PNG",1,"PNG",529307,2143290,2
98,2,"BCP","BCP","UNIQUE",1,"UNI",5647174,1128509,2
107,1,"Ferguson","Tyson","INTOUCH",1,"Gud",51504,5271309,2
108,7,"Flat","skull99","TM",1,"sk1",0,315026,2
117,0,"castleName","LadyJag","INTOUCH",1,"MAX",0,0,2
116,1,"Chicago","Traveler","PNG",1,"PNG",529307,2143290,2
119,7,"EGLE","WestBrook","Mayhem2",1,"Duke",1345775,810772,2
126,0,1,"James","Aquarius",1,1,12697112,14718770,2
134,0,"JP","Rycko","Jandor",1,"Flag",19787,1508157,2
139,6,"Berlin","Traveler","PNG",1,"PNG",529307,2143290,2
146,5,"BARFIGHT","Unfit","INTOUCH",1,"PEST",1185302,4828648,2
146,6,"PUBCRAWL","Unfit","INTOUCH",1,"PEST",1185302,4828648,2
147,6,"PANTYRAID","Unfit","INTOUCH",1,"PEST",1185302,4828648,2
148,6,"Anfield","Dune",68,5,"UNI",810686,7394149,2
147,7,"FRATHOUSE","Unfit","INTOUCH",1,"PEST",1185302,4828648,2
153,5,"Rome","Traveler","PNG",1,"PNG",529307,2143290,2
174,2,"Ringside","Punchy","PNG",1,"M",145016,2316821,2
184,5,"aboutime",96,"Jandor",1,"Gud",1963832,699212,2
192,1,"KissMe","LadyBird1",68,1,"UNI",2510427,9980168,2
198,6,"Chrome","Ritter","Jandor",1,"Gud",342,3497049,2
206,1,"4rain","tenmen","Elysian",1,"pact",14711378,22346186,2
209,2,"BLUE","Fermi",9,1,"TEZZ",2487292,6464624,2
215,7,"Fort","SPOONZ",299,1,"SUP",368662,5782272,2
218,4,"ProNoob","ProNoob","SKILLZ",1,"GUN",1478883,984467,2
218,5,"Sloth","Sloth","STEEL",1,"Sin",0,47211,2
224,2,"Lilith","KingOfBef","SKILLZ",1,"SKLZ",163883,10709231,2
230,2,"EasyDoesIt","CrashNL","Elys",1,"SNOW",8567990,2356278,2
238,0,"SkillTrain","SkillJudge","DARKS1DE",1,"Skil",1734390,997729,2
239,1,"City Name","battlewolf","STEEL",1,"xxxx",0,38900,2
246,3,"NewTed","Bearster","DARKS1DE",1,"LAN",8220128,2699995,2
248,2,"Grizz","Bearster","DARKS1DE",1,"LAN",8220128,2699995,2
254,2,"FARFAR","AlkeyHalik",299,1,"V",17138616,2456698,2
258,3,"iLovCity","DIABOLICAL",321,1,"DIA",46104465,3672473,2
266,3,"City Name","cop5",,1,"Flag",0,5185,2
269,3,"fackoff2","Nanekus",299,1,"WG",200282,200301,2
267,4,"City Name","niftyfifty",299,1,"MOFO",0,6738157,2
268,4,"muteflute","fortycoats",299,1,"MOFO",3776399,14656798,2
280,1,"Fortress","Rai","Elysium",1,"HELL",6476889,21117604,2
289,4,"RockMe","Miira",299,1,"MIRA",14402400,2174646,2
305,2,"Tevatron","Fermi",9,1,"TEZZ",2487292,6464624,2
313,1,"HonyPotBul","SnowBear","Terror",1,"Bdog",366701,4113007,2
318,4,"HoneyBull","SnowBear","Terror",1,"Bdog",366701,4113007,2
314,6,"BullsDear","SnowBear","Terror",1,"Bdog",366701,4113007,2
327,1,"Stella","Savior","Elysium",1,"XD",110140,32726616,2
329,1,"Flat","ROTNHELL",101,1,"RTNH",0,585890,2
329,2,"GrowlyBear","MammaBear",,1,"Bdog",0,282377,2
333,5,"Howl","gga","Elysian",1,"gg",6347524,7791766,2
336,2,"Leixlip","GEORGEY","Elysium",1,"Mine",0,6330197,2
339,4,"WarGoddess","VinnyG","OutLaws",2,"KINK",2706110,2434496,2
337,5,"DHK","DareDeviL",299,1,"GUN",1180313,1137362,2
359,3,"PorT","CatQueeN",300,1,"CAT",9302929,2578435,2
359,4,"kissmyass","H34rTLeSS",299,1,"Ev1L",17760906,7516899,2
359,5,"evil","H34rTLeSS",299,1,"Ev1L",17760906,7516899,2
353,6,"Asylum","Brackore","DARKS1DE",1,"MaD",1466220,2425186,2
370,5,"porno","fortycoats",299,1,"MOFO",3776399,14656798,2
376,0,"treeline","sasquatch","SERAPHIM",1,"Flag",0,236174,2
385,3,"New city","Fafhrd",9,1,"TEZZ",43898100,4240225,2
405,2,"square","tinbender","Terror",1,"DUH",19996507,10778747,2
409,0,"Caemlyn","Fafhrd",9,1,"TEZZ",43898100,4240225,2
413,4,"Wrigley","Duckie420","Terror",1,"FckU",334146,5220212,2
421,0,"bender","Duckie420","Terror",1,"FckU",334146,5220212,2
427,3,"Varoso","Ariese","TM",1,"ABYS",7732038,3870266,2
434,0,"DuckDynsty","Duckie420","Terror",1,"FckU",334146,5220212,2
443,6,"Casket","Molson",101,5,420,33303,5460980,2
453,0,"NEFerland","NEF","TM",1,"NEF",0,12511,2
448,4,"storm","lcw99","Blitz",1,"BLTZ",2799346,2815124,2
456,6,"SB","ScoutBomb","Terror",1,"BOMB",7,2583958,2
477,0,"T8","Cehesse",,1,"lol",6009801,10432023,2
479,1,"CALIER","BOOBER",101,1,"NEM",0,24070,2
483,1,"Zeopolis","duhn","Elysium",1,"FLAG",1832206,16680712,2
489,7,"Athens","22rhath",111,1,"ratc",3494137,6797065,2
498,1,"Gizelle","Glaber",,1,"V",0,491495,2
498,5,"Deathwish","HoneyDew","V",1,"Lol",0,21352990,2
500,5,"T3","Cehesse","Elysium",1,"lol",6009801,10432023,2
510,3,"Passion","OBliVus",101,1,"FCKU",21543404,15926257,2
516,0,"Wales","PornoJesus",318,1,"LJs",6758294,1718030,2
525,2,"T4","Smutty","V",1,"Smut",2413,29689401,2
525,6,"Fantasy","Naked","DarkRage",1,"NkD",453296,119593,2
534,3,"Black","Primo78",101,1,"Ops",2502125,7758185,2
545,3,"City","GEORGEY","Elysium",1,"Mine",0,6330197,2
547,3,"Pirongia","Phucker","Elysian",1,"Phuc",5512,5518091,2
549,6,"w2","DonkEPunch","x",1,"DNKY",13445,1594706,2
555,5,"w3","DonkEPunch","x",1,"DNKY",13445,1594706,2
564,3,"T5","Cehesse","Elysium",1,"lol",6009801,10432023,2
570,0,1,"GEORGEY","Elysium",1,"Mine",0,6330197,2
583,2,"P2rnu","crazyman",101,5,"rawr",0,8572420,2
576,6,"Eclipse","NakedBody","x",1,"Noob",10605483,3815874,2
591,3,"Austin","crazyman",101,5,"rawr",0,8572420,2
587,6,"City Name","Lord40360726",420,3,"Flag",0,125,2
598,1,"REPOS","REPOJR","Elys",1,"Shhh",6780431,5046100,2
602,6,"Cookie","Calista","v",1,"V",135656,938238,2
615,0,"REVTOWN","REV74","LastStnd",1,"DaRk",0,500407,2
626,0,"PERTH","eco","TITAN",1,"ECO",1291524,2311736,2
627,2,"Colossus","HEKTOR",9,1,"KISS",12209188,4993673,2
628,2,"Thebes","HEKTOR",9,1,"KISS",12209188,4993673,2
627,4,"Meldilorn","LadyAstor","V",1,"KISS",0,56657575,2
628,4,"Azorius","Razia",9,1,"KISS",71838300,4004734,2
630,4,"Icon","HEKTOR",9,1,"KISS",12209188,4993673,2
630,5,"ARGOS","HEKTOR",9,1,"KISS",12209188,4993673,2
626,6,"LA","HEKTOR",9,1,"KISS",12209188,4993673,2
638,2,"Phoenix","Saabian","Blitz",1,"SAAB",1735771,2278381,2
635,3,"Priory","Jacqui","Blitz",1,"Help",772947,1532966,2
643,1,"Blast","Blurr","v",1,"V",0,114463,2
653,0,1,"GodsAngel",528,1,"Hmmm",77095442,15653710,2
649,3,"Amsterdam","eco","TITAN",1,"ECO",1291524,2311736,2
654,3,"KVille","EBK","Machtig",1,"ANZC",0,3180873,2
668,6,"New city",3,"TITAN",1,3,7815637,2323710,2
676,2,4,3,"TITAN",1,3,7815637,2323710,2
677,2,"NASHVILLE","lookingout","Blitz",1,"Gud",0,10045,2
675,7,"Quahog","Quagmire",,1,"Bltz",0,22972,2
687,1,"Hoth",3,"TITAN",1,3,7815637,2323710,2
